ID,Binomial,Replicate,Citation,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Migratory_fw_fish,Units,Method,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
200073,Diapterus_rhombeus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Gerreidae,Diapterus,rhombeus,,,Caitipa mojarra,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,983,,,,,,,,,,,,,,,,,,
200074,Eucinostomus_argenteus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Gerreidae,Eucinostomus,argenteus,,,Silver morjarra,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,1593,,,,,,,,,,,,,,,,,,
200075,Eucinostomus_gula,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Gerreidae,Eucinostomus,gula,,,Jenny mojarra,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609,1608,,,,,,,,,,,,,,,,,,
200076,Eucinostomus_melanopterus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Gerreidae,Eucinostomus,melanopterus,,,Flagfin mojarra,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,35,,,,,,,,,,,,,,,,,,
200077,Gobionellus_oceanicus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Gobiiformes,Gobiidae,Gobionellus,oceanicus,,,Highfin goby,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,,,,,,,,,,,,,,,,,,
200078,Orthopristis_ruber,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Haemulidae,Orthopristis,ruber,,,Corocoro grunt,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,38,,,,,,,,,,,,,,,,,,
200079,Pomadasys_corvinaeformis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Haemulidae,Pomadasys,corvinaeformis,,,Roughneck grunt,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,
200080,Lutjanus_synagris,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Lutjanidae,Lutjanus,synagris,,,Lane snapper,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,,,,,,,,,,,,,,,,,
200081,Stephanolepis_hispidus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Tetraodontiformes,Monacanthidae,Stephanolepis,hispidus,,,Planehead filefish,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,,,,,,
200082,Mugil_curema,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Mugiliformes,Mugilidae,Mugil,curema,,,Silver mullet / White mullet,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,41,,,,,,,,,,,,,,,,,,
200083,Mugil_liza,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Mugiliformes,Mugilidae,Mugil,liza,,,Lebranche mullet,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,,,,,,,,,,,,,,,,,,
200084,Ophichthus_gomesii,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,gomesii,,,Shrimp eel,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
200085,Citharichthys_spilopterus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,spilopterus,,,Bay whiff,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138,643,,,,,,,,,,,,,,,,,,
200086,Etropus_crossotus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Pleuronectiformes,Paralichthyidae,Etropus,crossotus,,,Fringed flounder,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,102,,,,,,,,,,,,,,,,,,
200087,Paralichthys_orbignyanus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Pleuronectiformes,Paralichthyidae,Paralichthys,orbignyanus,,,Linguado,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,
200088,Pomatomus_saltatrix,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Scombriformes,Pomatomidae,Pomatomus,saltatrix,,,Bluefish,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,,,,,,,,,,,,,,,,,,
200089,Bairdiella_ronchus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Bairdiella,ronchus,,,Ground croaker,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
200090,Ctenosciaena_gracilicirrhus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Ctenosciaena,gracilicirrhus,,,Barbel drum,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,
200091,Cynoscion_leiarchus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Cynoscion,leiarchus,,,Smooth weakfish,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,
200092,Cynoscion_microlepidotus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Cynoscion,microlepidotus,,,Smallscale weakfish,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,
200093,Isopisthus_parvipinnis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Isopisthus,parvipinnis,,,Bigtooth corvina,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,41,,,,,,,,,,,,,,,,,,
200094,Menticirrhus_americanus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Menticirrhus,americanus,,,Southern kingcroaker,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,,,,,,,,,,
200095,Menticirrhus_littoralis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Menticirrhus,littoralis,,,Gulf kingcroaker,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,
200096,Micropogonias_furnieri,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Micropogonias,furnieri,,,White croaker / Whitemouth croaker,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,230,,,,,,,,,,,,,,,,,,
200097,Paralonchurus_brasiliensis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Paralonchurus,brasiliensis,,,Banded croaker,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,
200098,Stellifer_brasiliensis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Stellifer,brasiliensis,,,No common name,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,
200099,Stellifer_rastrifer,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sciaenidae,Stellifer,rastrifer,,,Rake stardrum,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
200100,Scorpaena_isthmensis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Scorpaenidae,Scorpaena,isthmensis,,,Smooth-cheek scorpionfish,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,
200101,Scorpaena_plumieri,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Scorpaenidae,Scorpaena,plumieri,,,Spotted scorpionfish ,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
200102,Diplectrum_radiale,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Serranidae,Diplectrum,radiale,,,Pond perch,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,57,,,,,,,,,,,,,,,,,,
200103,Epinephelus_marginatus,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Serranidae,Epinephelus,marginatus,,,Dusky grouper,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
200104,Mycteroperca_bonaci,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Serranidae,Mycteroperca,bonaci,,,Black grouper,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,
200105,Mycteroperca_microlepis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Serranidae,Mycteroperca,microlepis,,,Gag,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,,,,,,,,,,,,,,,,,,
200106,Rypticus_randalli,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Serranidae,Rypticus,randalli,,,No common name,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,
200107,Archosargus_rhomboidalis,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sparidae,Archosargus,rhomboidalis,,,Western Atlantic seabream,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,169,,,,,,,,,,,,,,,,,,
200108,Sphyraena_guachancho,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Perciformes,Sphyraenidae,Sphyraena,guachancho,,,Guachanche barracuda,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,
200109,Peprilus_paru,0,"Cartagena, Beatriz Fernanda Chinchilla, Mauricio Hostim-Silva, and Henry Louis Spach. ""Distribuição espacial da ictiofauna demersal no Saco dos Limões (Baía Sul, Florianópolis, SC)."" Bioikos-Título não-corrente 25.2 (2011)",Actinopteri,Scombriformes,Stromateidae,Peprilus,paru,,,American harvestfish,"Saco dos Limoes, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,,,-27.632815,-48.540763,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,
